,age,workclass,education,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,over50k
257,26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
258,37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand, >50K
259,19, ?, Some-college, Never-married, ?, Own-child, White, Male,0,0,24, Canada, <=50K
260,64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
261,33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
262,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
263,61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
264,17, Private, 9th, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States, <=50K
265,50, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States, <=50K
266,27, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
267,30, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
268,43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
269,44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
270,35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
271,25, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
272,24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States, >50K
273,22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany, <=50K
274,42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
275,34, Private, Assoc-acdm, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
276,60, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
277,21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
278,57, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
279,41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
280,50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
281,25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
282,50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
283,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
284,31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
285,29, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
286,21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
287,27, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
288,65, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
289,37, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
290,24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
291,38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
292,48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K
293,21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
294,31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
295,55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States, >50K
296,24, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
297,43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
298,26, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
299,46, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K
300,35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
301,41, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
302,26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
303,34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan, >50K
304,19, ?, Some-college, Never-married, ?, Own-child, Black, Female,0,0,25, United-States, <=50K
305,36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
306,22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
307,24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
308,77, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
309,22, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K
310,29, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
311,62, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
312,39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
313,43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States, <=50K
314,35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
315,29, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
316,76, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
317,63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
318,23, ?, Assoc-voc, Never-married, ?, Own-child, Black, Female,0,0,15, United-States, <=50K
319,43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States, >50K
320,58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
321,66, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States, <=50K
322,41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
323,26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
324,47, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
325,55, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
326,53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
327,17, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K
328,30, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
329,49, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
330,19, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti, <=50K
331,45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
332,26, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
333,38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
334,36, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
335,33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
336,22, State-gov, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
337,43, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
338,67, ?, 11th, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
339,30, ?, Assoc-voc, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
340,56, Private, Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran, <=50K
341,31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
342,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
343,26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
344,33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
345,46, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
346,59, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
347,38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
348,65, Private, 11th, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
349,40, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
350,42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
351,26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
352,36, Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
353,62, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
354,43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
355,43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45, United-States, >50K
356,22, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
357,28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
358,56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
359,22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
360,57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
361,39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
362,26, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
363,17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
364,40, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
365,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
366,44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
367,20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
368,33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
369,23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
370,46, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
371,38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
372,54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
373,46, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45, United-States, <=50K
374,25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
375,46, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
376,36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
377,23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
378,29, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
379,44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2415,6, United-States, >50K
380,19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
381,19, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
382,35, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
383,27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
384,46, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
385,34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
386,44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
387,45, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
388,20, ?, HS-grad, Never-married, ?, Other-relative, White, Female,0,0,35, United-States, <=50K
389,25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
390,52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
391,20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
392,28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
393,50, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
394,34, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,0,0,64, United-States, <=50K
395,28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,2179,40, Puerto-Rico, <=50K
396,41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65, United-States, >50K
397,28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
398,46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
399,28, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female,0,1887,40, United-States, >50K
400,32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
401,41, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States, <=50K
402,24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
